template,POS,defn
preach,verb-intransitive,To give religious or moral instruction especially in a tedious manner
preach,verb,Give a sermon
preach,verb,Advocate or support verbally in an insisting urging or inciting manner
preach,verb-intransitive,To proclaim or publish tidings specifically to proclaim the gospel to discourse publicly on a religious subject or from a text of Scripture to deliver a sermon
preach,verb-intransitive,To give serious advice on morals or religion to discourse in the manner of a preacher
preach,verb-transitive,To proclaim by public discourse to utter in a sermon or a formal religious harangue
preach,verb-transitive,To inculcate in public discourse to urge with earnestness by public teaching
preach,verb-transitive,To deliver or pronounce
preach,verb-transitive,To teach or instruct by preaching to inform by preaching
preach,verb-transitive,To advise or recommend earnestly
preach,verb,deliver a sermon
precede,verb-transitive,To come exist or occur before in time
precede,verb-transitive,To come before in order or rank surpass or outrank
precede,verb-transitive,To be in a position in front of go in advance of
precede,verb-transitive,To preface introduce  preceded her lecture with a funny anecdote 
precede,verb-intransitive,To come or go before in time order rank or position
precede,verb,To go before go in front of
precede,verb,To have higher rank than someone or something else
precede,verb-transitive,To go before in order of time to occur first with relation to anything
precede,verb-transitive,To go before in place rank or importance
precede,verb-transitive,To cause to be preceded to preface to introduce  used with by or with before the instrumental object
precede,verb,be earlier in time go back further
precede,verb,move ahead of others in time or space
precede,verb,be the predecessor of
precede,verb,furnish with a preface or introduction
precede,verb,come before
present,verb-transitive,To introduce especially with formal ceremony
present,verb-transitive,To introduce a young woman to society with conventional ceremony
present,verb-transitive,To bring before the public  present a play 
present,verb-transitive,To make a gift or award of
present,verb-transitive,To make a gift to
present,verb-transitive,To offer for observation examination or consideration show or display See Synonyms at offer
present,verb-transitive,To afford or furnish  The situation presented us with a chance to improve our knowledge 
present,verb-transitive,To turn or position in the direction of another  presented his face to the camera 
present,verb-transitive,To attach an antigen for example on the surface of a molecule for detection by other molecules
present,verb-transitive,To hold carry or point a weapon in a particular manner as a salutation or sign of honor usually along the center axis of the body
present,verb-intransitive,To manifest as a part of a disease or medical condition
present,verb-intransitive,To make a presentation
present,verb,To reveal to show
present,verb,To offer to a court or legislature for consideration
present,verb,To demand that a drawee pay or that the presenters bank accept a draft
present,verb,To award a trophy gift etc to
present,verb,To come to the attention of medical staff
present,verb-intransitive,To appear at the mouth of the uterus so as to be perceptible to the finger in vaginal examination  said of a part of an infant during labor
present,verb-transitive,To bring or introduce into the presence of some one especially of a superior to introduce formally to offer for acquaintance  with the reciprocal pronoun to come into the presence of a superior
present,verb-transitive,To exhibit or offer to view or notice to lay before ones perception or cognizance to set forth to present a fine appearance
present,verb-transitive,To pass over esp in a ceremonious manner to give in charge or possession to deliver to make over
present,verb-transitive,To make a gift of to bestow to give generally in a formal or ceremonious manner to grant to confer
present,verb-transitive,To nominate to an ecclesiastical benefice to offer to the bishop or ordinary as a candidate for institution
present,verb-transitive,To nominate for support at a public school or other institution 
present,verb-transitive,To lay before a public body or an official for consideration as before a legislature a court of judicature a corporation etc
present,verb-transitive,To lay before a court as an object of inquiry to give notice officially of as a crime of offence to find or represent judicially
present,verb-transitive,To bring an indictment against 
present,verb-transitive,To aim point or direct as a weapon
present,verb,hand over formally
present,verb,introduce
present,verb,give an exhibition of to an interested audience
present,verb,give as a present make a gift of
present,verb,deliver a speech oration or idea
present,verb,recognize with a gesture prescribed by a military regulation assume a prescribed position
present,verb,cause to come to know personally
present,verb,represent abstractly for example in a painting drawing or sculpture
present,verb,bring forward and present to the mind
present,verb,present somebody with something usually to accuse or criticize
present,verb,perform a play especially on a stage
present,verb,formally present a debutante a representative of a country etc
press,verb-transitive,To exert steady weight or force against bear down on
press,verb-transitive,To squeeze the juice or other contents from
press,verb-transitive,To extract juice for example by squeezing or compressing
press,verb-transitive,To reshape or make compact by applying steady force compress
press,verb-transitive,To iron clothing for example
press,verb-transitive,To clasp in fondness or politeness
press,verb-transitive,To try to influence as by insistent arguments importune or entreat  He pressed her for a reply 
press,verb-transitive,To urge or force to action impel
press,verb-transitive,To place in trying or distressing circumstances harass or oppress
press,verb-transitive,To move keys on a computer keyboard for example by applying pressure
press,verb-transitive,To lay stress on emphasize
press,verb-transitive,To advance or carry on vigorously Far from backing down he pressed the attack   Justin Kaplan 
press,verb-transitive,To put forward importunately or insistently  press an argument 
press,verb-transitive,To make a phonograph record or videodisc from a mold or matrix
press,verb-intransitive,To exert force or pressure
press,verb-intransitive,To weigh heavily as on the mind
press,verb-intransitive,To advance eagerly push forward
press,verb-intransitive,To require haste be urgent
press,verb-intransitive,To iron clothes or other material
press,verb-intransitive,To assemble closely and in large numbers crowd
press,verb-intransitive,To employ urgent persuasion or entreaty
press,verb-transitive,To force into service in the army or navy impress
press,verb-transitive,To take arbitrarily or by force especially for public use
